r_R,alpha,phi,Cl,Cd,gamma,Cy,Cx,a,aline,V_i_x,V_i_y,V_i_z
0.259375,-1.467719085120791,68.49896908512079,0.3805929366621815,0.010251291236595168,1.4555380673311948,0.35035056225045846,0.149032063462694,0.029938180658984903,-0.5167514451056663,1.7962908395390906,2.0479324770707144,-16.399038982123958
0.27812499999999996,0.07767078391854909,66.01607921608145,0.5568078668963635,0.01040553415678371,2.162758859308482,0.5045031900205029,0.23583851898683322,0.03410044235901677,-0.42021491391240473,2.046026541541009,2.4640427509185474,-16.08396332628285
0.296875,1.1580626622414556,63.998187337758544,0.6789662432359397,0.010667418798672437,2.6936232738439174,0.605564808425377,0.30724618154582173,0.0460786513833511,-0.3459287974849796,2.7647190830010673,2.7690146661697996,-16.018158961858415
0.31562500000000004,1.9930128969953316,62.22573710300467,0.7726174444634771,0.01094748464291832,3.1368494004520837,0.6785030764837647,0.36971764647004296,0.06126138084016941,-0.28434689018862325,3.6756828504101704,2.8212818841039575,-16.042425412308283
0.334375,2.6749851558946887,60.60626484410531,0.8483533582419526,0.011240493171711557,3.5218777453716954,0.7336257651266057,0.4261725071723238,0.07620556858965366,-0.2293988679110619,4.57233411537922,2.6819190191406945,-16.148163418521328
0.353125,3.2468365608733833,59.09691343912661,0.9114520216960722,0.01151835501165416,3.862808764441519,0.7761440939185836,0.47799352070015827,0.0897921873711316,-0.178817564747064,5.38753124226789,2.4692479736535686,-16.33033081519028
0.37187499999999996,3.7324738668306523,57.67377613316935,0.9646396514845411,0.011784834842761778,4.168297759254872,0.8088352609096529,0.5257889883381944,0.10220363206374139,-0.1321298156861428,6.132217923824482,2.2584651757956244,-16.56455867316563
0.390625,4.145412160582055,56.323337839417945,1.0095335957749783,0.012030155539560874,4.444317097200184,0.8334429342598232,0.5698031949480797,0.11390773461613946,-0.08923241745891586,6.834464076968381,2.0778497529967224,-16.825505545465873
0.40937500000000004,4.494185682826661,55.037064317173346,1.0472708908818447,0.01224639512335253,4.695128620724017,0.8512447418030077,0.6101710273642144,0.12526586218090108,-0.04994173611180286,7.515951730854066,1.931477517943439,-17.0943562849648
0.4281249999999999,4.78804790026696,53.80570209973304,1.0787211253285647,0.012451633530186872,4.9237468408271114,0.8631955307190411,0.6470608821079884,0.13644864385201316,-0.013936131209130842,8.186918631120783,1.814474695622055,-17.3548576294609
0.446875,5.0303528478107395,52.62589715218925,1.1046174018679384,0.012623068164336162,5.132441704449784,0.8701649597656704,0.6805526351101472,0.14757505642380786,0.019096206507091873,8.854503385428465,1.721033642411156,-17.601014610037506
0.46562499999999996,5.227781192722873,51.49096880727713,1.1255448064286244,0.012773113706469384,5.322802921948261,0.8727970675236956,0.7108020418050625,0.15864825960771833,0.04951187163203008,9.5188955764631,1.645405141541086,-17.824484212372113
0.484375,5.383111440027591,50.39813855997241,1.1420098126429248,0.012891164694420969,5.4960551964439075,0.8716925735827847,0.7379055843809073,0.16968149636787122,0.07760429259112944,10.180889782072276,1.583495683155513,-18.022925239667188
0.503125,5.500276801165988,49.34347319883401,1.1544290641224288,0.01298022697695611,5.653070769866867,0.8673263324183984,0.7619842409634271,0.18064888699858006,0.10365285880796093,10.838933219914804,1.532021272986538,-18.193048625793896
0.521875,5.583342655934118,48.32290734406588,1.1631509788730825,0.013048340977865978,5.794472297910567,0.8600859636785326,0.783161920638928,0.19150639557114002,0.12791009687413657,11.4903837342684,1.4884373114883174,-18.33157847419057
0.540625,5.634147466428097,47.3346025335719,1.1684854839749503,0.01309000092247104,5.920755237415793,0.8503441450585312,0.80152636222959,0.2022360043214222,0.15057511798024759,12.134160259285332,1.4511197681794241,-18.438303158241954
0.559375,5.655177358053919,46.37607264194608,1.1706936225956617,0.013107245433604213,6.032259310310391,0.8384031788108951,0.817175297980058,0.2128043922462719,0.17183078673352448,12.768263534776315,1.4187476222745663,-18.512168634210084
0.578125,5.648569841637851,45.44518015836215,1.1699998333719746,0.013101827270143038,6.129212492645434,0.8245257697551669,0.8301978818196987,0.22317998560417562,0.19183509033522672,13.39079913625054,1.390346210426484,-18.552565514795123
0.5968749999999999,5.616165301182804,44.540084698817196,1.1665973566241945,0.013075255546969899,6.2117509301065335,0.8089413055538236,0.8406749187165347,0.23333356995773946,0.21072465434827115,14.000014197464367,1.3651992962855461,-18.559250730715256
0.615625,5.559539738746913,43.65921026125309,1.160651672568426,0.01302882258577247,6.279928986693795,0.791850428942264,0.8486783568807493,0.24323880931901054,0.22861767362870766,14.594328559140635,1.3427889856576178,-18.532303308578058
0.634375,5.480202924339871,42.80104707566013,1.1523015099800265,0.012964954222498302,6.3337183621008615,0.7734240786331255,0.8542728220719311,0.252868960684677,0.2456186143298642,15.172137641080624,1.322723284835412,-18.471843546738004
0.653125,5.379810845263918,41.96393915473608,1.1416599495979753,0.012888656242400579,6.373007631086089,0.7538019207080989,0.8575174763890047,0.26219218801776245,0.2618229250878401,15.731531281065738,1.304670492939187,-18.377718679659257
0.671875,5.258727047838313,41.14752295216169,1.1288250670708613,0.012796632556357119,6.3976388719789785,0.7331308564642918,0.8584456495039455,0.2712042298896702,0.27729972319398544,16.27225379338022,1.2886060600034048,-18.251606245300568
0.6906249999999999,5.117613829133681,40.35113617086632,1.1138670658881702,0.012689386510141598,6.40734618230342,0.7115252666424041,0.8570838091632468,0.27989555746765005,0.29211353329288614,16.793733448059005,1.2745190941549338,-18.094721194771985
0.709375,4.957256639036444,39.573993360963556,1.0968264603768996,0.01257007964732551,6.401733098531789,0.6890707768165837,0.8534446412173717,0.28825430761383575,0.30632331497613285,17.295258456830148,1.2624357949295812,-17.90805081151811
0.728125,4.778623193054393,38.81512680694561,1.07771268165682,0.012445036235138075,6.380253764925657,0.6658237650749644,0.847524758925795,0.29626400471337244,0.3199843744338541,17.775840282802346,1.252404899323981,-17.692252030892618
0.746875,4.580511306476261,38.07573869352374,1.05651470979296,0.012306357914533383,6.342244202600798,0.6418678502642322,0.8392737582286224,0.3039665471283024,0.33311661008246807,18.237992827698157,1.244960599018112,-17.45117882197184
0.765625,4.363818606377073,37.35493139362293,1.0331651732099993,0.012165567535953785,6.286737369492682,0.6172034492707569,0.8286363366253016,0.3113524204251965,0.3457636210535716,18.68114522551178,1.240308524419144,-17.185487804226696
0.784375,4.12716769363503,36.65408230636497,1.0075595444513104,0.01201884397005372,6.212521410034158,0.5918531454929963,0.8154940480441011,0.3184780813906738,0.3579327112313043,19.108684883440436,1.2391938608386794,-16.899192454372653
0.803125,3.869057580518202,35.9746924194818,0.9795272762764841,0.011864053396700557,6.117967989353719,0.5658003034648322,0.7996777209174525,0.3254123628420347,0.3696246162983289,19.524741770522084,1.2425110518716853,-16.5964313222705
0.8218749999999999,3.587264591443194,35.31898540855681,0.9488118404673082,0.011700613463037053,6.00087894952799,0.5389876471004816,0.7809437426853861,0.33225592559011163,0.38082521253143964,19.935355535406693,1.2514573864874627,-16.282357001096244
0.840625,3.279419763365155,34.689330236634845,0.915036173970167,0.01153529827694988,5.858240045896023,0.5112863549334192,0.7589535730459391,0.33912625484718717,0.3915139914713923,20.347575290831227,1.2674603273041505,-15.96224951027942
0.859375,2.940080472316616,34.091169527683384,0.8776729002382178,0.011362437017265643,5.685970494770478,0.48253587164314027,0.7332107182557622,0.34625621873529866,0.4016209495135139,20.775373124117912,1.2928524011510611,-15.645965611773839
0.8781249999999999,2.56286787775592,33.53088212224408,0.8359531872798047,0.011188919223767723,5.478292947344124,0.4524421914252694,0.7030213273115974,0.3539359813881455,0.4110571390599749,21.23615888328874,1.3305196492227171,-15.34472014571425
0.8968750000000001,2.1380811813581104,33.01816881864189,0.7887546273670218,0.011007994096170407,5.226899977991873,0.4205661255871039,0.6673673442232271,0.3626016349492551,0.41967890107155026,21.756098096955316,1.3845091997081718,-15.074800912970732
0.915625,1.6516819326688292,32.56706806733118,0.7343883764589089,0.010824605495760779,4.919413762859969,0.3861887680817491,0.6247413024361299,0.37288719175532736,0.4272717773095026,22.373231505319637,1.460354168154341,-14.859352627307267
0.9343749999999998,1.0800998605587537,32.20115013944125,0.6702032243268039,0.010644029958167626,4.536518482043232,0.34813999100223814,0.5727863510391602,0.3858381019172652,0.4334703280925385,23.150286115035907,1.566213739600895,-14.736746156466106
0.953125,0.38500240342522574,31.958747596574774,0.5916592725484207,0.010467000480685044,4.045344454160103,0.30428979498852066,0.5075214020683592,0.40315504644267475,0.4376752810411486,24.189302786560486,1.7136322781607556,-14.769371635233249
0.971875,-0.5116169028149962,31.917866902814996,0.4897756730790904,0.0103090706477748,3.3813437688767096,0.2501954818931579,0.42117538830984347,0.4282628953760004,0.43865595925278533,25.695773722560016,1.921467095235796,-15.081398976634574
0.990625,-1.8160674963379861,32.284817496337986,0.3406154514203992,0.01026264269985352,2.3739690630639942,0.17325629576004234,0.2934390286942347,0.47022951891088516,0.43309899407516683,28.213771134653108,2.232111622504037,-15.984723626158752
