r_R,alpha,phi,Cl,Cd,gamma,Cy,Cx,a,aline,V_i_x,V_i_y,V_i_z
0.2625,-1.0394355093738028,67.9144355093738,0.4295885777276369,0.010268422579625047,1.6402695591282357,0.39420599166907205,0.17103631996897975,0.025376893245240506,-0.49205760998574344,1.5226135947144301,1.788770343519443,-16.269715126720108
0.2875,0.7050669244107581,64.91993307558924,0.6278725624584157,0.010543317400346796,2.4453747146205824,0.5642052808518246,0.2756946087409313,0.03143828862075293,-0.37036662646181195,1.8862973172451838,2.46561909634033,-16.196984581222548
0.3125,1.902317001080938,62.47268299891906,0.762459504121065,0.010914834120389138,3.0606775985813073,0.6710973838933316,0.362066196102235,0.05034137436653108,-0.2838427263823493,3.020482461991865,2.944186821715947,-16.24280040316886
0.3375,2.8018875553208034,60.323112444679204,0.8623887636184808,0.01129886827544757,3.575787506506253,0.7436761930479939,0.4367925868571498,0.07300977233246608,-0.21439864357419536,4.3805863399479605,2.9342854946495662,-16.326749693569678
0.3625,3.5137230099673005,58.36127699003271,0.9407958080864358,0.011657959345781035,4.017359701106029,0.7948524639816043,0.5034304530235436,0.09331136016289032,-0.15203911045592844,5.598681609773416,2.65740650207772,-16.523649210836993
0.3875,4.090280835428082,56.53471916457191,1.0035683863933185,0.011995974117965411,4.400659675734655,0.830581983526089,0.5634065833880496,0.11080223336565931,-0.09495535218164686,6.648134001939547,2.3505520361837027,-16.812976118944416
0.41250000000000003,4.553578020017696,54.8214219799823,1.0536328481418935,0.012287504614012387,4.736790594738778,0.8541185639512741,0.6170693965568632,0.12672458042102663,-0.04333839404886186,7.603474825261595,2.0988222564461614,-17.144186629523624
0.4375,4.920703558644156,53.204296441355844,1.0929152807749247,0.012544492491050909,5.033372043146664,0.8676669475340958,0.6646617511186088,0.1419347191193081,0.003001296990575608,8.516083147158477,1.9087773726221013,-17.473773143609332
0.4625,5.20309474428128,51.67190525571872,1.1229280428938158,0.012754352005653773,5.295543367251758,0.8729962363171306,0.7064047242116548,0.15683931601980805,0.044583634122725924,9.410358961188473,1.7673193888694236,-17.77704721111902
0.48750000000000004,5.410255203478762,50.21474479652124,1.1448870515687488,0.01291179395464386,5.526706355227766,0.871524013851861,0.7425489671075243,0.17157523228636928,0.0820332828435143,10.294513937182161,1.660762917743601,-18.039780818209987
0.5125,5.551109205153963,48.82389079484604,1.1597664665411662,0.01302190954822625,5.729078625739688,0.8643707325381025,0.7733634745533359,0.18613995694640617,0.1159568982782666,11.16839741678437,1.5786298328122523,-18.25248839268111
0.5375000000000001,5.632936378011323,47.49206362198868,1.1683583196911889,0.013089007829969286,5.9041163007803625,0.8524506249995232,0.7990997542581986,0.20048215652897605,0.14688296496280584,12.028929391738556,1.5136728309503242,-18.409592203249968
0.5625,5.661122417942444,46.213877582057556,1.1713178538839566,0.013112120382712804,6.052783921200035,0.8365338084691796,0.8199808716160997,0.21454481107850598,0.17524987609703946,12.87268866471036,1.4611007679201915,-18.508771673267635
0.5875,5.640748604199615,44.984251395800385,1.1691786034409597,0.013095413855443685,6.175647683813238,0.8172444466137313,0.8362186383280478,0.22825695872773277,0.2014304693029989,13.695417523663957,1.4176126509667955,-18.54834295469579
0.6125,5.575978731406828,43.79902126859317,1.162377766797717,0.0130423025597536,6.272978975513442,0.7951039360058751,0.8479987649458419,0.24155243984187913,0.22573371594982639,14.493146390512749,1.3810086851042895,-18.527883944571805
0.6375,5.470443541246375,42.654556458753625,1.1512670153721158,0.012957537091347246,6.344787338327398,0.7705419021819104,0.8554816277589932,0.2543679785517581,0.24841839343924377,15.262078713105485,1.349811926590982,-18.44762448879632
0.6625000000000001,5.327549316742044,41.54745068325795,1.1361202275746567,0.012848937480723953,6.390833958736896,0.7439042443211455,0.8588019224359356,0.26663912018161584,0.26970489808734155,15.998347210896958,1.3230159784187228,-18.307966454932544
0.6875,5.148583926172961,40.47641607382704,1.1171498961743338,0.012712923783891451,6.410673183734099,0.7155107139623654,0.8580384182299333,0.2783466234537928,0.2897564482065281,16.700797407227565,1.3003198628259007,-18.11226381467508
0.7125,4.935323850784144,39.439676149215856,1.0944796520339033,0.0125547266955489,6.403493539154322,0.6855891847656377,0.8532354889542759,0.2894628552429026,0.30871785315268363,17.367771314574156,1.2815955342815935,-17.863040552992654
0.7375,4.689175068382063,38.43582493161794,1.0681417323168807,0.012382422547867445,6.368051262113725,0.6542979287474997,0.8443780581835322,0.29997116640153276,0.3267085982055895,17.998269984091955,1.2670135637237583,-17.563207470086443
0.7625,4.409175947893345,37.465824052106655,1.03807283756206,0.012193689087693874,6.302584933715625,0.6217690231272494,0.831352623149227,0.3099238362091943,0.34379796897597403,18.59543017255166,1.2574452517829633,-17.219059654958983
0.7875000000000001,4.0948139554254155,36.53018604457458,1.00405886997703,0.011998784652363757,6.204457967667879,0.5880206959812126,0.8139470783229428,0.3193747901488806,0.3600456544212528,19.162487408932837,1.2539642094187036,-16.83604180838335
0.8125,3.742279743801724,35.632720256198276,0.9657084920743879,0.011790522251405,6.06989220394182,0.5530264620587119,0.79176615256171,0.3284918558122025,0.37545044959555685,19.709511348732146,1.2586743785856997,-16.424357672904684
0.8375000000000001,3.3459068788186883,34.779093121181305,0.9223497566700557,0.011569871576985719,5.893245648456402,0.5166181197647572,0.7641784175755985,0.3375330501293472,0.3899701593498782,20.251983007760824,1.274578408761753,-15.996768611840396
0.8625,2.8967825236717246,33.978217476328275,0.8728841471180927,0.011342519960888994,5.665933448063606,0.47842968314884154,0.7301783517273313,0.34690587389439664,0.4035012794162024,20.814352433663792,1.3060808456912394,-15.570669039844653
0.8875000000000001,2.3789444329333946,33.246055567066605,0.8155386209421934,0.011109156661832025,5.374592593822116,0.43781649719979465,0.6881448760179313,0.3573218106995599,0.415821136569843,21.439308641973593,1.3601196457268763,-15.17393357793674
0.9125000000000001,1.7673713169512624,32.60762868304873,0.7473455874985414,0.010866253674102454,4.997317008997324,0.3935782722993431,0.6354051040055579,0.3699139724570899,0.42655496681065097,22.19483834742539,1.4470368091364143,-14.848372195944515
0.9375000000000001,1.016575417831156,32.108424582168844,0.663063076964222,0.010624972625349347,4.495807606725984,0.3434335462928551,0.5672908719142805,0.3867185494574794,0.43500003373214524,23.20311296744876,1.5833604531809253,-14.668342004036782
0.9625000000000001,0.036966334840563775,31.838033665159433,0.5521919823709199,0.010397393266968112,3.7939719984297238,0.2824592014966779,0.47459550216087537,0.4117165417630695,0.4397548071908025,24.702992505784167,1.7959452079084146,-14.779474677711173
0.9875000000000002,-1.4115908737045935,32.0365908737046,0.3870140040481945,0.010253536365051816,2.6929518875890004,0.1966037171603342,0.3335145465135586,0.4554995806074562,0.4370026460633344,27.329974836447384,2.1388068725761067,-15.557367151640209
