i,CT,TC,CP,PC,CQ,QC,eta,it
10,0.2606763603261054,0.18102525022646213,1.1699127693785982,0.6770328526496516,0.1583454219740209,0.10996209859307009,0.2673803043943842,45.0
20,0.2684963235878391,0.1864557802693327,1.2050086824277477,0.6973429875160576,0.16327296074801653,0.11338400051945594,0.26738030439438415,60.0
40,0.2705019092738857,0.18784854810686505,1.2140097299383603,0.702551927047662,0.16461633759372502,0.1143169011067535,0.26738030439438415,95.0
80,0.2708557131042875,0.18809424521131077,1.2155975978160778,0.7034708320694893,0.16497067864787862,0.11456297128324905,0.26738030439438415,157.0
120,0.2708166856947766,0.18806714284359488,1.2154224432117808,0.7033694694512619,0.16500667691814364,0.1145879700820442,0.26738030439438415,245.0
160,0.2707216738966251,0.18800116242821188,1.2149960312588133,0.703122703274776,0.1649667135202287,0.11456021772238106,0.2673803043943842,340.0
200,0.2706700665932008,0.18796532402305613,1.2147644182226571,0.7029886679529265,0.16495441792819107,0.11455167911679937,0.26738030439438415,435.0
