r_R,alpha,phi,Cl,Cd,gamma,Cy,Cx,a,aline,V_i_x,V_i_y,V_i_z
0.26875,-0.2341896258587184,66.79668962585873,0.5213492205772778,0.010352529659862605,1.892531047693616,0.47509978055919433,0.21492413354367354,-0.03058322776212563,-0.3778229987826405,-1.8349936657275367,-0.8639201834957042,-17.2816196949558
0.30625,1.9448470148563004,62.7426529851437,0.7672228656639056,0.010930144925348268,2.7890462757829746,0.6770233531333779,0.361095240868198,-0.04790324767463927,-0.1875074959750882,-2.8741948604783563,-0.35734083591489274,-18.674645618995854
0.34375,3.5193256776764343,59.293174322323566,0.9414064988667313,0.011661208893052333,3.460391423106402,0.8034585111904983,0.4907510577644354,-0.05585375336772358,-0.04912669430588412,-3.3512252020634157,1.1168906614412846,-20.351414230082653
0.38125,4.693640891885181,56.24385910811482,1.0686195754317145,0.012385548624319627,4.031139935177412,0.8815789218176415,0.6040859238696327,-0.05064090388899911,0.048843375746185136,-3.038454233339945,3.370543794050507,-21.817290507706804
0.41874999999999996,5.475976211559946,53.586523788440054,1.1518534784253542,0.01296174192078556,4.541032335762849,0.9192647289650417,0.6941806685546907,-0.028088482911907575,0.11344990265783572,-1.6853089747144518,6.2184022159403165,-22.762623121417356
0.45625,5.819273480574886,51.368226519425114,1.187923715460363,0.013241804254071407,5.002324241412657,0.9197085412055191,0.7519802513142699,0.01922101417114397,0.1467095889965293,1.1532608502686381,9.261048678918742,-22.79402699884405
0.49374999999999997,5.744696278657813,49.56780372134219,1.1800931092590705,0.013180650948499406,5.413055456019931,0.889707897646535,0.7753794767373906,0.09662102750788781,0.15163872943120027,5.797261650473276,11.111438558499422,-21.496425211913373
0.53125,5.560854172803552,47.87664582719645,1.160789688144373,0.013029900421698912,5.759434786713478,0.8522210916265444,0.7882396142000042,0.17673718170123065,0.15391907002227945,10.60423090207384,9.884808008507735,-19.600442586753623
0.56875,5.522316108635955,46.040183891364045,1.1567431914067754,0.012998299209081484,6.028972427291095,0.8236319508646789,0.812314087138161,0.22158514801909068,0.17958478186247195,13.295108881145445,7.290824644302557,-18.658052719734275
0.60625,5.496670086643661,44.19082991335634,1.1540470291842282,0.012977469265849183,6.224228572008395,0.7951237565607624,0.8365232644883167,0.24483005764393417,0.21568650431313363,14.689803458636042,5.477831781349396,-18.399718238622757
0.64375,5.38663900519682,42.42586099480318,1.142383734550863,0.012893845643949584,6.351324811356922,0.7611751639319746,0.8519502438728438,0.2623898769149444,0.25095547394417317,15.743392614896665,4.419218072552882,-18.245566819687575
0.6812499999999999,5.179013281480813,40.758486718519194,1.120375407836966,0.012736050093925418,6.413574384794794,0.7218145307100572,0.8569638526295394,0.2785471087193394,0.28312804170498185,16.712826523160363,3.7695820391684665,-18.00754471720694
0.71875,4.8813801406663515,39.18111985933365,1.0887076750512996,0.012516966098466446,6.411334289441984,0.6781145424866935,0.8518226009117033,0.29388424902423593,0.31237930066047315,17.633054941454166,3.335855334900822,-17.64938980404027
0.7562500000000001,4.500432772517115,37.687067227482885,1.0479463066593313,0.012250302940761982,6.342138079203292,0.6309659106835324,0.8367936132155733,0.3083376164225702,0.33917599030991297,18.500256985354206,3.0267883827779065,-17.176612825141483
0.79375,4.038733742108228,36.27376625789177,0.9979909908961103,0.0119640149201071,6.199822332810867,0.5808101118844735,0.8116580372888291,0.3218835785676706,0.36387737482769567,19.31301471406023,2.7997180694102006,-16.606693833502252
0.83125,3.4864261985746836,34.951073801425316,0.9378068818432153,0.011642941623258836,5.972732875117451,0.5277047053525442,0.7753354433217415,0.33494559455478723,0.38657244352824727,20.096735673287224,2.6374609314437065,-15.97429901206208
0.8687499999999999,2.8229934144897797,33.73950658551023,0.8647230716425696,0.011308576970665299,5.638565188491619,0.4708788224227253,0.7253599169638818,0.3484679159905737,0.4071058386949715,20.90807495943442,2.5380089329815183,-15.327419103675862
0.9062499999999999,1.9970305156889694,32.69046948431103,0.7730674177571646,0.01094893098564803,5.154048570071791,0.4083193456379778,0.6565275496620325,0.3647416049087928,0.42478025499082817,21.884496294527565,2.515792426872581,-14.75852555604761
0.94375,0.90220069567264,31.91029930432736,0.6501486786110083,0.010594572180874886,4.425630454703049,0.33466921235513836,0.5574962489209477,0.3885972405290521,0.4379813769477996,23.315834431743124,2.6074083094305744,-14.445034328155351
0.98125,-0.7595163919732606,31.697016391973264,0.4615151313150483,0.010289238688642139,3.202917742270156,0.23373819019221642,0.39808107630381695,0.433347279093963,0.4420399173255597,26.000836745637784,2.8967091588131897,-14.87094785603726
