CT,TC,CP,PC,CQ,QC,eta,it,i
0.2705019092738857,0.18784854810686505,1.2140097299383603,0.702551927047662,0.16461633759372502,0.1143169011067535,0.26738030439438415,95,10
0.27174442705525365,0.1887114076772595,1.219586136701075,0.7057790142946034,0.16519765103735876,0.11472059099816581,0.2673803043943842,90,20
0.27215534104203565,0.18899676461252476,1.221430314361263,0.7068462467368418,0.1653736536400479,0.11484281502781106,0.2673803043943842,89,40
0.2722515351393565,0.1890635660689976,1.2218620324604945,0.707096083599823,0.16540916452810087,0.11486747536673672,0.2673803043943842,91,80
0.2722675939163795,0.1890747179974858,1.2219341040832388,0.707137791714837,0.1654146081748631,0.11487125567698825,0.2673803043943842,91,120
0.2722730948483207,0.1890785380891116,1.2219587922080593,0.7071520788241082,0.16541644952035103,0.11487253438913267,0.26738030439438415,90,160
0.27227562429083485,0.1890802946464131,1.2219701443195166,0.7071586483330534,0.16541729315447842,0.11487312024616557,0.2673803043943842,90,200
