r_R,alpha,phi,Cl,Cd,gamma,Cy,Cx,Ct,a,aline,V_i_x,V_i_y,V_i_z
0.2625,-3.007091322928474,70.88209132292847,0.20368307959863977,0.010411843743961403,0.7430108038355837,0.1890392463058875,0.07654650064527116,0.05115677483079921,-0.0007446529452592721,-1.0599003993989178,-0.04467917671555266,0.07724089747556195,-8.323551300765004
0.2875,-2.160195642533253,68.78519564253325,0.30110954023718256,0.010286019564253325,1.0982259582512495,0.27698129144308997,0.11855008060242614,0.07298029978524977,-0.005172323581237759,-0.8724449515501911,-0.31033941487426686,0.2069016208961785,-8.708086922729551
0.3125,-1.5283778339697278,66.90337783396973,0.37364222466027525,0.010251135113358789,1.3657686242676235,0.3396714473933541,0.15600290268419947,0.08956178837495696,-0.00711494805066315,-0.719285495664918,-0.4268968830397867,0.5841852180883651,-9.243988109763317
0.3375,-0.9984504037908977,65.1234504037909,0.43427665396783766,0.010270123967696727,1.5973392996937876,0.389662566045481,0.19200201105890527,0.1042915510730038,-0.005480586048173808,-0.5945514503300124,-0.3288351628904299,1.1648335498948024,-9.753159227982849
0.3625,-0.5352783612741945,63.41027836127419,0.4870782668147418,0.010307177731098065,1.8122641655718743,0.4309487339229552,0.22723262231958502,0.11864827829019448,0.000790741384165683,-0.493943994130855,0.04744448304993308,1.867576753758475,-10.137857711517542
0.3875,-0.13028209733001717,61.75528209733001,0.533173897323844,0.010369154864427197,2.0184744658712352,0.46478412839466954,0.26145293678309817,0.13339802410113558,0.012436696868243668,-0.4138235782511488,0.7462018120946258,2.577647144414852,-10.33300457952905
0.41250000000000003,0.21610272272127418,60.158897277278726,0.5725060487565925,0.010433220544544255,2.217332781632032,0.49140520191597775,0.2939267859242062,0.1487922062724076,0.029448842584437696,-0.35045421734702664,1.7669305550662617,3.129119950368673,-10.304770578205972
0.4375,0.5038682255020248,58.621131774497975,0.6051371094817288,0.010491005738630526,2.4051503989316534,0.5111688971917164,0.3240483621577408,0.1644537362765032,0.049880419656521235,-0.29855643133412135,2.992825179391275,3.327935086196623,-10.090784027302526
0.4625,0.7421243558667214,57.13287564413328,0.6320600522129395,0.010552952332525347,2.575011208756071,0.5251600712715022,0.3518780668761085,0.17929966193348168,0.06937241569471464,-0.2511699033024406,4.162344941682873,3.1074135963666665,-9.825601804691402
0.48750000000000004,0.9397311218395927,55.68526887816041,0.654389616767874,0.010604330091678294,2.721335087563091,0.5345172480701074,0.37766325458781086,0.19222255584130737,0.08437201719832532,-0.20365695741125522,5.062321031899513,2.6533757059197014,-9.646851032999328
0.5125,1.0985229952550668,54.27647700474493,0.6722739846666695,0.01064955689857652,2.8430846990578473,0.5395635170377582,0.4011694587123781,0.20296335331830978,0.09501856046939583,-0.15618321307055205,5.701113628163753,2.2033438731625563,-9.57391388654018
0.5375000000000001,1.2162689820008623,52.90873101799914,0.685508633576897,0.010684880694600258,2.942159226008465,0.540369768048753,0.421944033211585,0.21182234520940932,0.10312492526894035,-0.11056831254894917,6.187495516136428,1.8524205731670276,-9.55650406977116
0.5625,1.293137766114171,51.58186223388583,0.6941486849112328,0.01070794132983425,3.0208633727230536,0.5372093929007284,0.4397307414210973,0.21913154170249585,0.11000232107762686,-0.06782579773535446,6.600139264657609,1.5981297426759964,-9.548897976574425
0.5875,1.3314565160465577,50.29354348395344,0.6984557124036331,0.010719436954813966,3.0809502727848854,0.5304930746051169,0.45445834387092604,0.22510099305411466,0.11625114851268203,-0.02814199023066477,6.975068910760924,1.414573407446883,-9.525323710971557
0.6125,1.3340459107612759,49.040954089238724,0.6987467603695674,0.010720213773228383,3.123593469554313,0.5206511017928326,0.4661377353446283,0.2298403907949831,0.12208460248221153,0.008669293750229401,7.325076148932696,1.278999664170054,-9.473480285091247
0.6375,1.303522259275674,47.82147774072433,0.6953159019425857,0.010711056677782702,3.149523950311168,0.5080763975551552,0.47480238465783015,0.233397347893496,0.12754948696695445,0.04290626969855249,7.652969218017262,1.1756555044585748,-9.388063498983579
0.6625000000000001,1.242094456617032,46.63290554338296,0.6884114169237544,0.010692628336985109,3.1591607350488915,0.49311155590107364,0.4804847601001997,0.23578244458404102,0.13262911814056078,0.07487399598127176,7.957747088433649,1.0942985115596993,-9.26727201848081
0.6875,1.1515165133556593,45.47348348664434,0.6782304561011762,0.010665454954006698,3.152683236083815,0.47604908451001954,0.4832055180249473,0.2369817774821008,0.13728718743279034,0.10484860534832674,8.237231245967429,1.0283601476797566,-9.11117605336356
0.7125,1.0330816659779956,44.341918334022004,0.6649183792559267,0.010629924499793398,3.13006323511321,0.4571348671600983,0.48296703779214467,0.236962561755329,0.14148650730684298,0.13306814263018152,8.489190438410576,0.9736359612050497,-8.920982245308867
0.7375,0.8881679181059141,43.236832081894086,0.6485629747459684,0.010590923658707537,3.0910461829016636,0.4365599504609515,0.47975150810478506,0.23567680434703622,0.14518616997811606,0.1597411050542713,8.711170198686952,0.9273750405498963,-8.698039144878324
0.7625,0.7168009395833579,42.15819906041664,0.6291985061729195,0.010546368244291672,3.0351646931622804,0.41448745515883295,0.473499879165066,0.23305326204646543,0.1483749609472902,0.1850275733819542,8.902497656837411,0.8880015755997571,-8.445435713678853
0.7875000000000001,0.5184317297851422,41.10656827021485,0.6067827854657211,0.010494792249744136,2.961619446263526,0.3910286979276113,0.46410348716524585,0.22899488674153212,0.15106066507270977,0.2090542453423676,9.063639904362596,0.8547052904973812,-8.166977677216522
0.8125,0.29247322038496293,40.08252677961504,0.5811664631916549,0.010448494644076992,2.8691113373035404,0.36621313384431287,0.45138849074710785,0.2233719188254663,0.15326014647153574,0.2319261782914268,9.195608788292144,0.8271923875822614,-7.866482155928216
0.8375000000000001,0.03584178938306337,39.08915821061693,0.5520644589160394,0.010397168357876612,2.755673237354024,0.34002269716453565,0.43504923091654335,0.21598894419148165,0.15506020746469518,0.253690696841825,9.303612447881711,0.8060071732828715,-7.550728949311265
0.8625,-0.2551632734497531,38.13016327344975,0.5189624194814181,0.010349173876248039,2.618167837591631,0.3122926179632782,0.41461116603339343,0.20656601813179962,0.15658075174295383,0.27436887111370833,9.39484510457723,0.7922335625790641,-7.2271391981084765
0.8875000000000001,-0.5886064457845777,37.21360644578458,0.4809988651805581,0.010302911484337233,2.451633487419205,0.2826973668718895,0.3892919945924127,0.1946679626830324,0.15807679687444587,0.2938970154492063,9.484607812466756,0.7881703189316953,-6.908307102665478
0.9125000000000001,-0.9773253944105491,36.35232539441054,0.43668490503719737,0.010271813968447155,2.2477628002943035,0.2505717288487803,0.35778907913920704,0.17959482933832016,0.15996809220595898,0.3121207349131585,9.59808553235754,0.7975208120492181,-6.61257883875825
0.9375000000000001,-1.4438921378122629,35.56889213781226,0.38331873943427713,0.01025224431448751,1.9917199357951345,0.21463004343860087,0.31776140257827334,0.16011546733316084,0.1629970412022721,0.328715866784846,9.779822472136326,0.8262770370601309,-6.370445787557975
