r_R,alpha,phi,Cl,Cd,gamma,Cy,Cx,Ct,a,aline,V_i_x,V_i_y,V_i_z
0.2625,-3.793318749039855,71.66831874903986,0.11310968011060868,0.010639728374673552,0.41103650273937553,0.10402317803614336,0.04567474122391808,0.030292484210654714,8.533873770044664e-05,-1.4658488979311977,0.005120324262025924,0.07095313592070981,-4.45285641929187
0.2875,-3.307310962187742,69.93231096218774,0.1690977771559721,0.010489900850168814,0.6144620847553846,0.1552320963778938,0.06787556639219644,0.041476229438917336,-0.0013475652857015685,-1.2482014507473043,-0.08085391714209096,0.1538868214780599,-4.7630499734610625
0.3125,-2.934085752918051,68.30908575291805,0.2120933212638405,0.01039813543552525,0.7718849365591187,0.1932321014307817,0.08805142316797768,0.050113704073507744,-0.0013700080479751575,-1.0682988526673167,-0.08220048287851596,0.36702012468705536,-5.1364215385895715
0.3375,-2.611544136927847,66.73654413692785,0.24925011542591202,0.010340077944647013,0.9108113769208811,0.2249017887889979,0.10794314545741582,0.057883153892603026,0.0006502782257384876,-0.9189658712573441,0.03901669354431501,0.6812368871417289,-5.4756710175777945
0.3625,-2.3191208105075063,65.1941208105075,0.28286493095373827,0.01030191208105075,1.0411250627603357,0.2524441197334129,0.12802603238408627,0.06545155109409731,0.005231509370130727,-0.794803013102892,0.31389056220783557,1.042969689076165,-5.728300510235932
0.3875,-2.051869459665177,63.67686945966517,0.3135453860304377,0.010275186945966517,1.1662122310572538,0.2764767195363268,0.1482461200914953,0.07308202609385316,0.012551295790552919,-0.691235298995164,0.7530777474331792,1.382550782538025,-5.8657449867067655
0.41250000000000003,-1.811713581940154,62.186713581940154,0.34111528079327036,0.010262468543277605,1.2857160709455941,0.2969188043954883,0.16823845175115953,0.08077075217373189,0.02225535658003075,-0.6039622754286347,1.335321394801842,1.6173278191618246,-5.88325220079089
0.4375,-1.60237356305214,60.72737356305214,0.36514751496161435,0.010254094942522086,1.3966904321528182,0.3135053640232169,0.1874893086935971,0.08825495859714502,0.03310493307818363,-0.5283579682671076,1.9862959846910115,1.6728713662665409,-5.811289297072545
0.4625,-1.4259338200548584,59.30093382005486,0.3853731709857242,0.010252962647197807,1.4950481478925803,0.32613276933009655,0.20556026106161449,0.0950943981008436,0.04310363577485332,-0.45973637293440706,2.5862181464911997,1.5440255028113583,-5.7154172023258525
0.48750000000000004,-1.2826962372791826,57.90769623727918,0.4017595504552615,0.010258692150508833,1.5779030471167936,0.3349177097621111,0.22213983171496965,0.10092952093660726,0.05087571168761884,-0.39519670557376774,3.0525427012571322,1.3233675311995654,-5.651598674822139
0.5125,-1.1725359611648045,56.547535961164805,0.4143618860427464,0.010263098561553408,1.6448550060030187,0.3400626461247341,0.23697784813697245,0.10569027662136907,0.05660479850981148,-0.3343735247121442,3.3962879105886867,1.1116042828947303,-5.624661884480634
0.5375000000000001,-1.0942909349580816,55.21929093495808,0.42331311704079544,0.010266228362601677,1.6969495344966001,0.3418283156203054,0.24990556845291012,0.10948444349093908,0.06108874836358913,-0.27770898369447505,3.6653249018153473,0.9465392727457549,-5.610948530609542
0.5625,-1.0460902674263863,53.921090267426386,0.4288272734064214,0.010268156389302945,1.7354037095755002,0.3405341734259337,0.26083470279458015,0.11242648826598284,0.064882581253215,-0.2252872205929799,3.892954875192898,0.8255995618247631,-5.589758892755344
0.5875,-1.0258807236924241,52.650880723692424,0.4311392452095867,0.010268964771052302,1.7611540170956195,0.33650585490259977,0.26972265387547945,0.11459009117731032,0.06823204583018372,-0.17683733767325394,4.093922749811022,0.7368239627053326,-5.549479823667883
0.6125,-1.0317824984947137,51.406782498494714,0.4304640821722047,0.01026872870006021,1.7748423960218038,0.33004278127022835,0.2765439121746965,0.116014722618908,0.07121325165636949,-0.13195340740199923,4.27279509938216,0.6698270982331407,-5.484582176683636
0.6375,-1.0621833702428347,50.18718337024284,0.4269862224442197,0.010267512665190286,1.7768968158475749,0.3214112332887905,0.28127828762507284,0.11671828911759735,0.07382814254766656,-0.09021787942239201,4.429688552859993,0.6173643965330319,-5.392778575726274
0.6625000000000001,-1.1157225128588664,48.99072251285886,0.4208613445289457,0.010265371099485646,1.7676022957051767,0.3108474322573165,0.28390759592084736,0.11670581549795997,0.07604957646036703,-0.05124781438410797,4.562974587622018,0.5746655660970684,-5.273467120667999
0.6875,-1.1912532568695013,47.8162532568695,0.412220627414129,0.01026234986972522,1.7471471682846744,0.2985621965367081,0.28441479618634985,0.11597443909244717,0.07784064535005131,-0.01470677924285746,4.670438721003081,0.5386203611598269,-5.126976498115933
0.7125,-1.2878160692036786,46.66281606920368,0.40117384168309916,0.010258487357231854,1.7156483915871967,0.28474447299788513,0.28278308455562096,0.11451602430967954,0.07916289580389924,0.01969584417479997,4.749773748233948,0.5071916773276284,-4.954211719535169
0.7375,-1.4046307485081897,45.52963074850819,0.3878102423706631,0.010253814770059672,1.6731603213116975,0.2695631547082924,0.278993961276305,0.11231821935260879,0.07998010751119988,0.052209308417558,4.798806450671988,0.4790409445303941,-4.756495458002237
0.7625,-1.5409733403109271,44.41597334031093,0.3721962605323056,0.010251638933612438,1.6196660699835803,0.25316368912404813,0.2730261873230466,0.10936528999743922,0.08025780142951855,0.083048699140848,4.815468085771119,0.4532797355382077,-4.535359888701022
0.7875000000000001,-1.6962288313840332,43.321228831384026,0.354372930157113,0.010257849153255361,1.5550656186973546,0.23566822291374492,0.26485068587048527,0.10563703127323026,0.07996495594163044,0.1123989479490356,4.797897356497826,0.4293358677734621,-4.292568802380132
0.8125,-1.8706336842760294,42.24563368427603,0.3343512530451118,0.010264825347371042,1.4791540849908351,0.21718908760061,0.25441113827712614,0.10110191926091346,0.07909033837756341,0.14040646193844475,4.745420302653802,0.4069767636156072,-4.030907468558701
0.8375000000000001,-2.0645374342288108,41.189537434228804,0.3120911025505325,0.01027645374342288,1.391524154855444,0.1977948435237589,0.24162711285813818,0.09571902819542515,0.07762944608494382,0.1671949657222851,4.65776676509663,0.3861603781042844,-3.7533491985490133
0.8625,-2.2789602114185996,40.1539602114186,0.2874753677291448,0.01029789602114186,1.2914438209678136,0.17750585903101254,0.22636210752493793,0.08942603217508822,0.07559747656550342,0.1928590558046992,4.53584859393021,0.36709831159360695,-3.4636524083003537
0.8875000000000001,-2.5159793085727387,39.14097930857274,0.2602591836524205,0.010322876275543092,1.177616631447769,0.15627721224104052,0.20837187282402894,0.08211947597849643,0.07304059114311201,0.21746008883836854,4.382435468586719,0.35031816236262875,-3.1667758704977134
0.9125000000000001,-2.7789316227441745,38.15393162274417,0.2299670770598711,0.010370207692093951,1.0476958028550831,0.13391356427043383,0.18724196923613642,0.07363086520554604,0.07004365330931628,0.2410252462724699,4.202619198558972,0.3367110950574542,-2.8691468123834563
0.9375000000000001,-3.0765661307297734,37.20156613072977,0.1956795817399301,0.010429907193989741,0.897278425664722,0.11000440154553717,0.1621675470450159,0.06364136888384124,0.06683749741865852,0.2634780350159669,4.010249845119514,0.32813583264284374,-2.583209656382234
0.9625000000000001,-3.4265055473815664,36.30150554738156,0.15536656094164356,0.010520891442319208,0.7167759795863617,0.08350342151657918,0.13144061781123448,0.051482608985087316,0.06390446527436056,0.28458078391804653,3.8342679164616333,0.32768612230792815,-2.3313418040242624
0.9875000000000002,-3.8797955626395364,35.504795562639536,0.1031475511839254,0.010669130491297443,0.4785898174774848,0.051219730016029856,0.09016533101900005,0.035249501264228,0.06267626709157992,0.30349765200620027,3.7605760254948017,0.342160761053215,-2.1707428275017873
