r_R,alpha,phi,Cl,Cd,gamma,Cy,Cx,Ct,a,aline,V_i_x,V_i_y,V_i_z
0.2625,-2.479147698334387,70.35414769833439,0.26449384423121236,0.010317914769833438,0.9658601477979171,0.24562837490374087,0.0986415452208131,0.06606251315909879,-0.002926071899929217,-0.8538933935538409,-0.17556431399575018,0.047104926324526536,-10.913135095268487
0.2875,-1.3863153760725737,68.01131537607257,0.3899055209772976,0.010254547384957097,1.4231924910604008,0.35770339923456745,0.15549838972376478,0.0958745523833004,-0.00971097691366496,-0.6811668598808993,-0.5826586148199018,0.2176595458719146,-11.350401924235335
0.3125,-0.577183523206628,65.95218352320663,0.48230107835444436,0.010303825318143469,1.764832332804855,0.4362412941460291,0.20594667338863343,0.11848252464210092,-0.013248423859514746,-0.5411485831547607,-0.794905431570881,0.7227282356228228,-11.997181714790122
0.3375,0.09055382841188475,64.03444617158812,0.5582688041419077,0.010408110765682377,2.0585266108957083,0.49735872696501027,0.25378471813624004,0.13851062091228328,-0.012068110665394038,-0.42869633714232536,-0.7240866399236427,1.5068408553321164,-12.62281806286228
0.3625,0.6596880942411261,62.21531190575887,0.6227447546492473,0.010531518904502692,2.329777554913437,0.5460364908557497,0.2996099013509499,0.15807585403939395,-0.00470938191381276,-0.3400734523852149,-0.2825629148287662,2.468516273640847,-13.097768579614936
0.3875,1.1400340967425748,60.48496590325742,0.6769398324738655,0.010662010229022773,2.5893763172020723,0.5838382920402826,0.3427740713638569,0.17835320853783426,0.009985530981727164,-0.27212606047717625,0.5991318589036289,3.4598647686386634,-13.32977296185113
0.41250000000000003,1.5308409711423607,58.84415902885764,0.7208541887679444,0.01078110274961125,2.8398492712267527,0.6113027372736353,0.38217267961295937,0.19986475082006946,0.032291622343464166,-0.221420357621408,1.9374973406078584,4.25210795979052,-13.26393617904401
0.4375,1.8385174047369048,57.286482595263095,0.7553139493305333,0.010891866265705286,3.0771403664385817,0.6296221581687177,0.4173652270458138,0.2221864952888813,0.059718125955060986,-0.18222192599955456,3.5830875573036667,4.55909592192474,-12.941897107040212
0.4625,2.086494214680002,55.78850578532,0.7830181566724161,0.010986327570165601,3.292784352726102,0.6413537451901848,0.44933674076651126,0.24363901935378016,0.08609441603402357,-0.14615287479794392,5.165664962041423,4.26734671953262,-12.550343854332251
0.48750000000000004,2.2968672652711177,54.32813273472888,0.8064116398981482,0.011074684251413868,3.4797125478149726,0.6486464679480517,0.47924956047241857,0.2624077033256228,0.10620148934432505,-0.10750660019134806,6.372089360659499,3.6357223639552494,-12.285509442151966
0.5125,2.4698847826576227,52.90511521734238,0.8256511878315276,0.0111473516087162,3.63667850189077,0.6518472015145924,0.5068721468902145,0.278026996398744,0.12022190242121167,-0.06683411303890274,7.213314145272705,3.0068860111779983,-12.178993796026433
0.5375000000000001,2.5997342345599677,51.52526576544003,0.8400306063423324,0.011205877747897585,3.766117783787808,0.6506733830492867,0.5314142827203308,0.29099877690169096,0.13074689797606465,-0.02677111034307189,7.844813878563889,2.5179029550846734,-12.15851710359384
0.5625,2.6836795745685436,50.191320425431456,0.8493149609472809,0.01124449260430153,3.8709733797923946,0.6452333092501565,0.5523914537145748,0.30186119445806064,0.1396578849259067,0.011131194346408968,8.379473095554399,2.165175777785497,-12.160005529933295
0.5875,2.723324005782068,48.90167599421793,0.8536996350394966,0.011262729042659752,3.9534803322405923,0.635929617743113,0.5696695859962653,0.31094840966194554,0.1478165591526024,0.046432766980322504,8.868993549156148,1.911806455086875,-12.147778550228097
0.6125,2.7218073356937325,47.65319266430627,0.8535318913277268,0.011262031374419118,4.0151115086047895,0.6232429440290274,0.5832767401347283,0.3184311236547629,0.155533457783966,0.07920461073612473,9.332007467037949,1.7256310230106333,-12.104893866278791
0.6375,2.6823099717210255,46.44269002827898,0.8491634828723453,0.011243862586991673,4.05676667017864,0.6076285304659008,0.5932896544299563,0.32438154416495973,0.16288591997285407,0.10968512929467034,9.773155198371247,1.584548367162838,-12.024060469628015
0.6625000000000001,2.607570781642778,45.267429218357215,0.8408973284496912,0.011209482559555678,4.078929162647664,0.5894838246956274,0.5997856199637465,0.32881361394310465,0.16986388580234757,0.1381411292753445,10.191833148140866,1.4742918766311164,-11.902745804443576
0.6875,2.499745410058388,44.12525458994161,0.8289716895984927,0.011159893072224522,4.081753978382208,0.5691435586501168,0.6028218766901582,0.3317028636059289,0.17643122905725273,0.16481911424404982,10.585873743435164,1.3857768557655281,-11.740914478169264
0.7125,2.361082476132829,43.01391752386717,0.8135523713459706,0.011101654639975788,4.065087601374353,0.5468684979678309,0.6024330283017406,0.3329997552485807,0.18253653443729445,0.1899414640699023,10.952192066237668,1.3131161926991017,-11.53910305383452
0.7375,2.191923486585729,41.93307651341427,0.7947418917083331,0.011030607864366005,4.028518186737784,0.5228899552561572,0.5986004038072569,0.3326185707791964,0.18816566210595598,0.21367573663584094,11.289939726357357,1.2527749528929786,-11.300547008741482
0.7625,1.9924458700648486,40.88255412993515,0.772553937447263,0.010947280513223346,3.971244238837864,0.49736804626219655,0.5912566750348195,0.3304439455663177,0.19331380479555182,0.23616154125653133,11.598828287733117,1.2025930746215765,-11.02874197950987
0.7875000000000001,1.7633020046561185,39.861697995343874,0.7468898245214852,0.010864788721676202,3.8919306804715252,0.4703693112862142,0.5802716300215222,0.3263244246778969,0.1979716678539427,0.2575235402617674,11.878300071236573,1.1612633378891166,-10.726503929296515
0.8125,1.5011975133677922,38.87380248663221,0.7175341214971928,0.010770431104812406,3.7886437850347545,0.44194444185706966,0.5653815773533613,0.3200311875506589,0.20223550029915827,0.2778076520101933,12.134130017949495,1.1288579967626493,-10.401663767120478
0.8375000000000001,1.203374122848821,37.92162587715117,0.6840592514082076,0.010681012236854645,3.6583187136167696,0.41198544065529225,0.5461859940969063,0.3112565492343718,0.20620892995087137,0.297050011880575,12.372535797052274,1.1059860532483101,-10.061195074832895
0.8625,0.8632594106846057,37.011740589315394,0.6457483134073605,0.010584447446777997,3.496270830160778,0.3802748945607599,0.522009501219094,0.29953152108864767,0.21011970347382403,0.31521232874397254,12.607182208429437,1.0945483769951372,-9.716834817977343
0.8875000000000001,0.47089741961907094,36.15410258038093,0.6013997673848026,0.010484179483923814,3.2950444629468674,0.34633596343642264,0.49177535385632204,0.2841482304734732,0.21432650468004222,0.33218861788715215,12.859590280802538,1.097777081576225,-9.38453633509228
0.9125000000000001,0.008675004986884005,35.36632499501311,0.5489837455655127,0.010391735000997377,3.0423663400131518,0.30927875542909444,0.45369350060553093,0.2639700316140347,0.21946103132778272,0.34773848051047784,13.167661879666962,1.1211745759602647,-9.090186197964238
0.9375000000000001,-0.5546945536530217,34.67969455365302,0.48486482088355554,0.010305624435707757,2.716558355757424,0.2674075376925857,0.40459029796899554,0.23702422933108871,0.22664582061606997,0.361391622712402,13.598749236964201,1.1737143960329695,-8.878026047476723
0.9625000000000001,-1.2832021977653412,34.158202197765334,0.401701668575645,0.010258671912089387,2.274226204441484,0.2170584462849185,0.3381643118104487,0.19944858391659703,0.2381578734944645,0.3721411940321727,14.289472409667871,1.270594780431668,-8.836580730516609
0.9875000000000002,-2.344899851649963,33.96989985164996,0.27990549703058426,0.010304489985164996,1.6005996658249644,0.14785340280992057,0.23789207859724995,0.1412478273668324,0.2599792549038702,0.37725106335089076,15.598755294232209,1.4421824658794544,-9.188365152055251
