r_R,alpha,phi,Cl,Cd,gamma,Cy,Cx,Ct,a,aline,V_i_x,V_i_y,V_i_z
0.2625,-4.094896054696932,71.96989605469693,0.07834899528797408,0.010751754264066651,0.28408769193832517,0.07117374441411663,0.034474097355316834,0.022762957905088862,-0.00039990827982883115,-1.6666731471788943,-0.023994496789735222,0.051410819682411533,-2.968716966012315
0.2875,-3.7465827446431916,70.37158274464319,0.11849366781710433,0.010623838133178685,0.4295985582464801,0.10803936811884315,0.04981074367956519,0.030299171004102544,-0.0008579792286202981,-1.4336727735965118,-0.05147875371721943,0.12104764410035025,-3.252725311446783
0.3125,-3.471840661981048,68.84684066198105,0.15014395573978326,0.010532678572115073,0.5450014211825869,0.13622627870882367,0.06400426354735582,0.03623792143449714,-0.00029707430304382054,-1.2402358844532526,-0.017824458182629635,0.28007177769494945,-3.565781193762214
0.3375,-3.229381732480647,67.35438173248065,0.17807522441822948,0.01046963925044497,0.6484653945486614,0.1603152006927374,0.07822681972625875,0.04165952975049419,0.0017667543116706153,-1.0785747419402587,0.10600525870024408,0.504587265650623,-3.8410507623699277
0.3625,-3.006410512146225,65.88141051214622,0.2037615090007549,0.010411666733158019,0.7461772525216923,0.18171898087895624,0.09276511921374654,0.04695149848433036,0.00567502447266266,-0.9427748018513196,0.340501468359759,0.7509287697996261,-4.043818559924937
0.3875,-2.800414330562937,64.42541433056293,0.22749226911914966,0.01037407457950133,0.8397518355596498,0.2007251687271844,0.10756282151284441,0.052239014869805894,0.011418568885412705,-0.827814103229404,0.6851141331247532,0.9652048451724723,-4.15857718702476
0.41250000000000003,-2.6138869552433732,62.98888695524337,0.2489802227559634,0.010340499651943807,0.9281233316287677,0.21712479903259338,0.12229022406438278,0.057443434186020034,0.018527506749988154,-0.7291059986594604,1.1116504049992901,1.0929966883087059,-4.190044292696055
0.4375,-2.4507024211012407,61.57570242110124,0.26775936205757755,0.010315070242110123,1.0087193492737105,0.23057016809487113,0.13652426241618537,0.062358206144022744,0.025999698040738206,-0.6422602597428397,1.559981882444295,1.099870265248219,-4.165808482281278
0.4625,-2.314012170516925,60.189012170516925,0.28345140282465703,0.010301401217051693,1.078665275123559,0.24082107339460232,0.14985335244622397,0.0667207600520101,0.032626901861220414,-0.5635238346462359,1.957614111673226,1.0014192028532558,-4.127666440553883
0.48750000000000004,-2.205387188366416,58.830387188366416,0.2959215507755355,0.010290538718836641,1.1363134954716667,0.2478758759630209,0.16196607520121853,0.07035702093167065,0.037779674369189165,-0.490744956043236,2.2667804621513445,0.8597186009284734,-4.103921072117995
